Time (ms),X,Y,Z
85,-204,726,-8217
165,-787,1040,-8226
245,-1059,1153,-8152
325,-562,984,-8127
405,-365,922,-8192
485,-273,893,-8205
565,-273,913,-8160
645,-281,914,-8113
725,-499,830,-8194
805,-318,969,-8129
885,218,1111,-8167
965,102,878,-8279
1044,-473,471,-7930
1124,-733,768,-7895
1204,-914,1018,-7828
1284,-1545,101,-6934
1364,-2676,-634,-6030
1444,-4280,372,-5489
1524,-5497,2276,-4468
1604,-6304,3385,-3284
1684,-6936,3835,-2646
1764,-7649,3891,-1529
1844,-9109,4625,-248
1924,-10055,5805,68
2004,-9274,5655,-32
2084,-7979,4807,-464
2164,-7521,4301,-699
2244,-7802,3971,-263
2324,-7806,3365,171
2404,-7995,2690,434
2564,-9433,2050,856
2644,-9753,1855,958
2724,-8391,1951,638
2804,-6859,1885,413
2884,-5700,2298,376
2964,-6219,2961,171
3044,-7853,2953,-214
3124,-9230,2651,-156
3204,-9931,2955,-9
3284,-10258,3352,444
3364,-9250,2940,911
3444,-7362,2167,1018
3524,-6644,1610,1137
3604,-7308,1265,1362
3684,-9215,1061,1400
3764,-10001,1291,1041
3844,-9173,1902,524
3924,-7522,2237,283
4004,-6411,2719,341
4084,-7294,3106,206
4164,-8679,3260,-506
4244,-9820,3648,-830
4324,-10736,3872,1
4404,-10156,3242,798
4484,-8510,2402,1282
4564,-7999,1694,1575
4644,-8376,741,1481
4724,-8705,305,1421
4804,-9080,793,1359
4884,-8940,1695,1005
4964,-7935,2491,755
5124,-8226,2974,868
5204,-9378,3421,238
5284,-10317,4517,-1148
5364,-11369,5208,-1104
5444,-10997,4369,129
5524,-9424,3175,1020
5604,-8681,2191,1633
5684,-8958,1442,1987
5764,-9429,820,1998
5844,-9623,709,1636
5924,-9295,1118,1134
6004,-8015,1539,866
6084,-7410,2248,886
6164,-8494,3005,640
6244,-10126,4042,-141
6324,-10623,4696,-420
6404,-10564,4232,158
6484,-10212,3299,743
6564,-9074,2351,1179
6644,-8707,1517,1442
6724,-8509,607,1479
6804,-8417,311,1497
6884,-8904,1444,1488
6964,-9498,2870,1330
7043,-8604,3390,1042
7123,-7454,3453,1054
7203,-8061,3875,1187
7283,-9865,4490,370
7363,-10808,4478,-489
7443,-10693,3815,-182
7523,-9734,2959,662
7683,-8203,2236,1457
7763,-7899,1702,1819
7843,-8158,1299,2116
7923,-8681,796,2374
8003,-9231,971,1931
8083,-9590,2000,700
8163,-8690,2754,-216
8243,-7485,3019,-387
8323,-7684,3032,-492
8403,-8621,3047,-533
8483,-9844,3557,-714
8563,-10713,3966,-338
8643,-10222,3235,461
8723,-8558,2355,936
8803,-7466,1638,1320
8883,-7401,1073,1576
8963,-8652,844,1627
