Time (ms),X,Y,Z
86,2483,-794,-8785
166,2268,-627,-8033
246,1784,-583,-7716
326,1532,-759,-7603
406,1398,-978,-7687
486,1429,-1003,-8187
566,1444,-946,-9018
646,1339,-681,-9781
726,1530,15,-9983
806,1465,425,-9241
886,1119,360,-8297
966,941,143,-7814
1046,678,-164,-7648
1126,334,-376,-7810
1206,207,-372,-8202
1297,361,-447,-8965
1366,1006,-610,-9739
1446,1827,-302,-9639
1526,2176,260,-8884
1605,1578,215,-7686
1685,882,-707,-4591
1765,2444,-23,-4566
1845,5503,1261,-4656
1925,9141,2577,-3939
2005,11222,3721,-3109
2085,11151,4152,-2389
2165,9657,3541,-1831
2245,7757,2898,-1571
2325,7067,2615,-1211
2405,8240,2585,-829
2485,10102,2478,-950
2565,10654,1958,-1741
2645,10314,1972,-1854
2725,10130,3080,-1684
2805,9660,4194,-1878
2885,8655,4313,-1790
2965,7144,3386,-2175
3045,4612,2484,-3422
3125,1938,2832,-5054
3205,554,4505,-5695
3285,-14,6063,-5713
3365,-160,6123,-5849
3445,-186,5280,-5596
3525,-616,4810,-5240
3605,-876,4796,-5457
3685,-955,5319,-6208
3765,-1026,6408,-7062
3845,-666,7172,-7152
3925,167,6905,-5965
4005,599,6259,-5155
4085,160,5933,-5042
4165,-258,5448,-5221
4245,-376,5324,-5415
4325,-508,5847,-5693
4405,-638,6321,-6497
4485,-400,7430,-6898
4565,215,7794,-6555
4645,553,6930,-5926
4725,522,6177,-5350
4805,304,5459,-5006
4885,-258,4886,-5571
4965,-266,5224,-6372
5045,337,4571,-6566
5125,1908,3609,-5094
5205,4861,3826,-3759
5285,7254,3817,-3008
5365,8019,3539,-1906
5445,8709,3623,-1410
5525,9800,3918,-1682
5605,11034,3731,-2065
5685,11328,3336,-2115
5765,10671,2981,-2096
5845,9724,2304,-1729
5925,8394,1757,-1156
6005,7578,1383,-573
6085,7701,1191,-46
6165,8459,1110,107
6245,9247,1106,-300
6336,9701,1387,-1540
6405,9767,1151,-1819
6485,8764,1023,-1181
6565,7136,1783,-1370
6645,6556,2172,-1424
6738,7335,2123,-1347
6805,8800,1792,-1499
6885,10141,1399,-1630
6965,10536,1506,-1725
7045,10011,1616,-1393
7125,9160,1650,-871
7205,8038,1726,-688
7285,6968,1513,-628
7378,6580,1269,-566
7445,7509,1147,-460
7525,9163,1184,-530
7604,10080,1594,-1229
7684,10012,1631,-1786
7764,9066,1349,-1490
7844,7703,1585,-1327
7925,6786,1721,-1345
8018,7637,1380,-1070
8084,8890,1027,-1156
8164,10166,1230,-1214
8244,10505,1641,-1275
8324,9937,1713,-1047
8404,8852,1798,-787
8484,7467,1778,-734
8564,6650,1487,-573
8658,6910,1317,-318
8724,8115,1374,-183
8804,9591,1580,-520
8884,10006,1667,-1489
8964,9456,1127,-1676
9044,8304,884,-1277
9124,6767,1283,-1526
9204,6213,1435,-1531
9297,6945,1446,-1474
9364,8729,1485,-1524
9444,10603,1751,-1530
9524,11024,2132,-1508
9604,10034,2172,-1190
9784,8445,1960,-990
9846,7098,1648,-786
9901,6785,1375,-341
9997,7801,1350,71
10054,9026,1415,-77
10111,9256,1591,-1222
10167,9354,1365,-1731
10244,9008,1004,-1337
10324,7694,1348,-1563
10404,6790,1653,-1881
10484,6975,1522,-1731
