Time (ms),X,Y,Z
86,-3417,-346,-7526
166,-3335,-410,-7557
246,-3357,-396,-7588
326,-3427,-416,-7560
406,-3442,-408,-7522
486,-3424,-370,-7529
566,-3347,-318,-7456
646,-3277,-260,-7362
726,-3287,-224,-7395
806,-3275,-224,-7496
886,-3192,-327,-7594
966,-3102,-426,-7597
1046,-3026,-361,-7590
1206,-2854,-186,-7901
1366,-2502,-303,-7937
1445,-2464,-449,-7902
1525,-2413,-646,-7775
1605,-2355,-968,-7656
1685,-2387,-1109,-7635
1765,-2274,-1320,-7266
1845,-2051,-1393,-6684
1925,-1904,-69,-6387
2005,-1741,2153,-6923
2085,-1367,5418,-6481
2165,-1047,8162,-4226
2245,-1257,9518,-2269
2325,-1585,9673,-1545
2405,-1593,8276,-1249
2485,-1605,6899,-992
2565,-1765,6471,-352
2645,-2385,7235,613
2725,-4178,8386,1772
2805,-5253,8931,2714
2885,-4157,8263,2086
2965,-2750,6748,802
3045,-1974,5862,161
3125,-2090,6439,-232
3205,-4903,9117,-1337
3285,-8059,10459,-2314
3365,-7523,7704,-2394
3445,-5216,4250,-2124
3525,-4097,2229,-1315
3605,-5002,2021,-485
3685,-7114,3051,-875
3765,-10140,3984,-1032
3845,-11286,4471,-1292
3925,-9045,4262,-1721
4005,-7539,3866,-1494
4085,-8118,4100,-1508
4165,-10753,4482,-1754
4245,-13511,4267,-1817
4325,-13200,3399,-984
4405,-11056,2396,-92
4485,-8691,1715,162
4565,-6768,1517,-735
4645,-5794,1339,-2870
4725,-5896,2085,-5420
4805,-5149,2244,-6429
4885,-3476,1345,-5773
4965,-2996,1250,-5980
5045,-2840,1830,-7032
5125,-1376,3517,-7429
5205,-821,6584,-5949
5285,-1467,7826,-4337
5365,-1102,6442,-3824
5445,-907,5079,-2842
5525,-2370,4349,-1633
5605,-5785,5683,-625
5685,-9870,7304,1339
5765,-10332,7231,2281
5845,-7635,5985,1679
5925,-6634,5387,1219
6005,-7560,5808,483
6085,-11048,6406,-141
6165,-14032,5805,156
6245,-12896,3979,688
6325,-9668,2521,1218
6405,-7676,1090,2233
6485,-7712,287,2305
6565,-9181,296,2348
6645,-10907,1342,2547
6725,-10551,2675,1222
6805,-9113,3689,-266
6885,-8536,3949,-645
6965,-8472,4053,-480
7045,-11038,4836,382
7125,-13558,4150,1322
7285,-12043,2798,1317
7364,-9382,1987,1323
7444,-7645,850,1599
7524,-7168,183,1523
7604,-8807,769,1471
7684,-10844,2006,1369
7764,-9830,2763,784
7844,-8034,3457,144
7924,-8050,4054,-26
8004,-8749,4427,13
8084,-10979,5138,160
8164,-13198,4650,826
8244,-12259,3261,1282
8324,-9884,2067,1247
8404,-7828,733,1291
8484,-6365,112,1123
8564,-7511,897,968
8644,-10189,2169,666
8724,-10233,3009,89
8804,-8478,3563,-240
8884,-7728,3745,-300
8964,-8240,4086,-165
9044,-10742,4492,179
9124,-12916,4033,681
9204,-11573,3213,668
9284,-8838,2309,543
9364,-7238,1231,740
9444,-6534,839,593
9524,-7239,2133,303
9604,-8858,3864,-371
9684,-8237,4141,-1291
9764,-6189,3750,-1661
9875,-5644,4002,-1577
9924,-7132,4658,-1222
10004,-9653,5443,-562
10084,-11298,5774,156
10164,-9888,4802,261
10244,-7138,3400,54
10324,-5788,2397,0
10404,-5764,2501,-196
10484,-7717,4744,-399
10564,-9440,6362,-630
10644,-7817,5332,-1301
10724,-5387,4621,-1845
10804,-4340,5289,-1877
10884,-4013,6556,-1328
10964,-4433,8701,277
11044,-4646,9812,1624
11124,-3644,7794,1219
11204,-2288,5214,-114
11284,-1930,4882,-642
11364,-2966,6503,-632
11444,-4662,8514,-440
11524,-5743,9597,42
11604,-4454,8548,-143
11684,-2145,6881,-519
11764,-1163,6496,-413
11844,-1370,7554,311
11924,-2398,9756,1434
12004,-3321,10424,2241
12084,-3009,8396,1532
12164,-1924,6041,-28
12244,-1580,5840,-457
12324,-2214,7240,-478
12404,-3346,9131,-410
12484,-4037,9987,82
12564,-3078,8517,226
12644,-1597,6525,-73
12724,-1044,6185,-162
12804,-1076,7205,343
12964,-2090,9508,2243
13044,-3152,10650,3523
13124,-2844,9133,2710
13203,-2060,7393,1444
13283,-1772,6342,657
13363,-2431,6928,580
13443,-4097,8678,569
13524,-5112,9614,419
13603,-3887,8325,460
13683,-1497,6486,813
13763,-596,6525,815
13843,-893,7338,1533
13923,-903,8178,4259
14003,-1172,8254,5846
14083,-1255,6965,4699
14163,-961,5681,3105
14243,-960,5467,2584
14323,-1549,6673,3861
14403,-2746,7748,4781
14483,-3330,8062,4689
14563,-2372,7235,3929
14643,-1251,5969,2832
14723,-840,5746,2542
14803,-887,6513,3218
14883,-1387,7998,5438
14963,-1868,7470,6686
15043,-1699,5678,5500
15123,-767,4296,4256
15203,-930,4496,3710
15283,-2679,6246,4506
15363,-4101,7173,6226
15443,-3817,6837,6456
15523,-2138,5476,4881
15603,-1262,5141,3395
15683,-1092,5890,2924
15763,-765,6726,3174
15843,-1219,7909,5050
15923,-2029,8487,6018
16003,-1877,7877,3985
16083,-1387,6593,2465
16163,-1714,5730,2653
16243,-2865,6318,3278
16323,-4444,7506,3826
16403,-5019,7906,3390
16483,-3715,6521,2247
16563,-2672,5304,1125
16643,-2919,5590,406
16723,-4546,6398,574
16803,-8114,7731,1412
16883,-9573,7892,1342
16963,-7162,6387,243
17043,-5286,4976,-57
17123,-5650,3430,972
17203,-6836,3068,2127
17283,-8874,4436,2393
17363,-9338,5108,1458
17444,-6865,4389,-233
17523,-5208,3566,-1654
17603,-5793,3789,-1574
17683,-7090,4901,-8
17763,-8686,6708,1414
17843,-9045,7295,1753
17923,-6497,6236,929
18003,-4524,4923,101
18083,-5636,2876,679
18163,-7888,1751,1922
18323,-10219,2831,2152
18483,-7404,4464,748
18563,-4298,5215,-496
18643,-4045,6334,-461
18723,-6292,6976,784
18803,-8433,6677,2936
18883,-8680,5624,4188
18963,-7070,3596,2210
19043,-5748,3000,681
19123,-5754,4149,1385
19202,-6671,4931,2687
19282,-8729,4707,4404
19362,-9322,4125,5000
19442,-6644,4143,3622
19522,-4661,4511,1459
19602,-4888,5929,544
19682,-5413,9083,1808
19762,-6332,9948,3473
